"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV1994 - Stemmeberettigede";"EV1994 - Afgivne stemmer";"EV1994 - Blanke stemmer";"EV1994 - Andre ugyldige stemmer";"EV1994 - Gyldige stemmer";"EV1994 - A. Socialdemokratiet";"EV1994 - B. Det Radikale Venstre";"EV1994 - C. Det Konservative Folkeparti";"EV1994 - D. Centrum-Demokraterne";"EV1994 - F. Socialistisk Folkeparti";"EV1994 - J. JuniBevægelsen";"EV1994 - N. Folkebevægelsen mod EF-Unionen";"EV1994 - Q. Kristeligt Folkeparti";"EV1994 - V. Venstre, Danmarks Liberale Parti";"EV1994 - Z. Fremskridtspartiet"
"717002";"717002";"84";"15";"3";"1190";"621";"3";"0";"618";"128";"46";"143";"8";"37";"66";"22";"7";"135";"26"
"717003";"717003";"84";"15";"3";"456";"226";"4";"1";"221";"26";"9";"40";"1";"4";"28";"22";"2";"73";"16"
"717004";"717004";"84";"15";"3";"690";"399";"4";"0";"395";"60";"12";"52";"1";"25";"58";"37";"1";"118";"31"
"717005";"717005";"84";"15";"3";"806";"432";"10";"2";"420";"77";"38";"55";"4";"37";"58";"54";"0";"87";"10"
"717006";"717006";"84";"15";"3";"710";"369";"5";"0";"364";"53";"26";"43";"4";"32";"46";"36";"1";"103";"20"
"719001";"719001";"84";"15";"3";"1322";"645";"15";"5";"625";"131";"47";"84";"2";"29";"83";"43";"10";"179";"17"
"719002";"719002";"84";"15";"3";"1936";"814";"13";"2";"799";"206";"58";"84";"4";"39";"132";"98";"4";"142";"32"
"719003";"719003";"84";"15";"3";"2946";"1415";"21";"7";"1387";"184";"95";"244";"14";"54";"198";"155";"24";"366";"53"
"721003";"721003";"87";"15";"3";"723";"361";"3";"4";"354";"136";"32";"45";"6";"16";"44";"24";"1";"39";"11"
"721004";"721004";"87";"15";"3";"949";"505";"6";"0";"499";"60";"33";"74";"0";"29";"66";"59";"9";"152";"17"
"721102";"721102";"87";"15";"3";"2218";"1102";"20";"1";"1081";"160";"61";"183";"6";"87";"132";"82";"14";"324";"32"
"721104";"721104";"87";"15";"3";"1900";"997";"18";"4";"975";"195";"92";"158";"13";"64";"139";"69";"1";"211";"33"
"723001";"723001";"84";"15";"3";"1067";"509";"7";"1";"501";"89";"22";"55";"5";"23";"61";"40";"7";"180";"19"
"723002";"723002";"84";"15";"3";"1163";"592";"13";"0";"579";"127";"26";"71";"2";"33";"56";"31";"14";"197";"22"
"723003";"723003";"84";"15";"3";"1821";"960";"22";"4";"934";"161";"71";"165";"3";"62";"76";"72";"2";"278";"44"
"723004";"723004";"84";"15";"3";"1270";"677";"11";"1";"665";"116";"60";"93";"8";"38";"76";"41";"12";"193";"28"
"723005";"723005";"84";"15";"3";"1193";"570";"13";"1";"556";"87";"34";"91";"2";"29";"68";"59";"21";"142";"23"
"725001";"725001";"87";"15";"3";"1211";"671";"12";"2";"657";"86";"31";"100";"4";"41";"92";"74";"4";"202";"23"
"725002";"725002";"87";"15";"3";"533";"258";"4";"0";"254";"30";"16";"48";"3";"12";"31";"27";"17";"53";"17"
"725003";"725003";"87";"15";"3";"307";"167";"5";"0";"162";"15";"7";"15";"2";"6";"39";"19";"2";"49";"8"
"725004";"725004";"87";"15";"3";"520";"336";"4";"0";"332";"43";"39";"51";"4";"17";"49";"30";"2";"85";"12"
"725005";"725005";"87";"15";"3";"725";"353";"1";"0";"352";"37";"22";"56";"3";"17";"81";"46";"1";"67";"22"
"725006";"725006";"87";"15";"3";"985";"503";"10";"2";"491";"75";"35";"50";"0";"31";"65";"43";"4";"176";"12"
"725007";"725007";"87";"15";"3";"1515";"768";"12";"1";"755";"95";"44";"133";"3";"40";"87";"48";"14";"264";"27"
"727001";"727001";"88";"15";"3";"7829";"4515";"59";"12";"4444";"711";"403";"986";"35";"433";"533";"473";"27";"757";"86"
"727002";"727002";"88";"15";"3";"351";"217";"3";"0";"214";"39";"15";"23";"3";"15";"32";"17";"4";"59";"7"
"727003";"727003";"88";"15";"3";"1042";"624";"11";"1";"612";"58";"47";"146";"6";"51";"103";"46";"3";"127";"25"
"727004";"727004";"88";"15";"3";"955";"563";"8";"0";"555";"71";"46";"82";"2";"39";"98";"73";"2";"126";"16"
"727005";"727005";"88";"15";"3";"1180";"702";"9";"3";"690";"96";"69";"117";"1";"87";"117";"74";"2";"104";"23"
"727006";"727006";"88";"15";"3";"850";"516";"12";"1";"503";"81";"35";"69";"2";"37";"67";"53";"2";"142";"15"
"727007";"727007";"88";"15";"3";"973";"529";"7";"0";"522";"84";"41";"77";"2";"46";"81";"50";"4";"124";"13"
"727008";"727008";"88";"15";"3";"968";"501";"5";"2";"494";"61";"36";"74";"2";"41";"65";"58";"2";"142";"13"
"727009";"727009";"88";"15";"3";"125";"81";"0";"0";"81";"3";"3";"14";"1";"2";"9";"12";"0";"33";"4"
"727010";"727010";"88";"15";"3";"72";"50";"0";"0";"50";"7";"8";"5";"0";"9";"6";"7";"1";"5";"2"
"729001";"729001";"84";"15";"3";"1831";"911";"12";"2";"897";"186";"69";"176";"5";"62";"115";"46";"5";"209";"24"
"729002";"729002";"84";"15";"3";"703";"350";"10";"0";"340";"68";"21";"47";"2";"14";"40";"20";"2";"106";"20"
"729003";"729003";"84";"15";"3";"727";"342";"6";"2";"334";"60";"38";"55";"1";"13";"30";"21";"3";"101";"12"
"729004";"729004";"84";"15";"3";"850";"379";"6";"2";"371";"66";"32";"86";"2";"23";"41";"27";"4";"82";"8"
"729005";"729005";"84";"15";"3";"192";"111";"2";"0";"109";"13";"7";"16";"0";"5";"14";"13";"0";"38";"3"
"729006";"729006";"84";"15";"3";"228";"135";"6";"0";"129";"16";"8";"24";"0";"3";"12";"10";"0";"47";"9"
"729007";"729007";"84";"15";"3";"163";"97";"0";"0";"97";"10";"2";"19";"2";"4";"12";"7";"0";"31";"10"
"729008";"729008";"84";"15";"3";"902";"471";"5";"0";"466";"108";"39";"63";"8";"35";"52";"22";"1";"121";"17"
"729009";"729009";"84";"15";"3";"504";"290";"3";"0";"287";"37";"14";"49";"1";"18";"30";"30";"3";"91";"14"
"729010";"729010";"84";"15";"3";"165";"83";"4";"0";"79";"9";"11";"14";"0";"2";"14";"5";"0";"20";"4"
"731001";"731001";"85";"15";"3";"4138";"1838";"49";"4";"1785";"386";"117";"304";"9";"171";"285";"230";"18";"211";"54"
"731002";"731002";"85";"15";"3";"3370";"1566";"28";"6";"1532";"299";"107";"303";"13";"134";"211";"178";"22";"207";"58"
"731003";"731003";"85";"15";"3";"4738";"2053";"27";"8";"2018";"582";"151";"323";"12";"152";"298";"199";"20";"235";"46"
"731004";"731004";"85";"15";"3";"4100";"1582";"23";"4";"1555";"488";"106";"169";"7";"133";"253";"196";"16";"150";"37"
"731005";"731005";"85";"15";"3";"3889";"1690";"22";"11";"1657";"247";"120";"374";"19";"116";"267";"185";"19";"255";"55"
"731006";"731006";"85";"15";"3";"5842";"2832";"26";"7";"2799";"583";"245";"630";"17";"194";"369";"271";"22";"395";"73"
"731007";"731007";"85";"15";"3";"3462";"1533";"23";"7";"1503";"392";"84";"278";"7";"138";"229";"179";"11";"159";"26"
"731008";"731008";"85";"15";"3";"6153";"2781";"32";"1";"2748";"622";"232";"541";"21";"239";"382";"214";"51";"368";"78"
"731009";"731009";"85";"15";"3";"5453";"2390";"26";"11";"2353";"496";"195";"459";"32";"162";"306";"230";"64";"336";"73"
"731010";"731010";"85";"15";"3";"1019";"516";"7";"2";"507";"87";"41";"84";"2";"35";"51";"43";"5";"139";"20"
"731011";"731011";"85";"15";"3";"3260";"1752";"24";"2";"1726";"418";"142";"327";"15";"136";"234";"167";"14";"225";"48"
"731012";"731012";"85";"15";"3";"1230";"640";"5";"0";"635";"102";"43";"137";"12";"33";"71";"39";"5";"172";"21"
"731013";"731013";"85";"15";"3";"2438";"1470";"10";"4";"1456";"170";"123";"426";"10";"109";"154";"106";"13";"291";"54"
"733001";"733001";"86";"15";"3";"3949";"2151";"24";"4";"2123";"380";"209";"367";"18";"171";"307";"131";"15";"462";"63"
"733002";"733002";"86";"15";"3";"1412";"699";"8";"1";"690";"135";"46";"96";"4";"62";"92";"61";"1";"169";"24"
"733003";"733003";"86";"15";"3";"2070";"1076";"12";"3";"1061";"121";"75";"128";"10";"71";"152";"70";"16";"365";"53"
"735001";"735001";"87";"15";"3";"985";"478";"5";"2";"471";"65";"31";"77";"1";"21";"61";"49";"3";"136";"27"
"735002";"735002";"87";"15";"3";"1606";"740";"11";"0";"729";"126";"54";"125";"8";"30";"91";"49";"22";"206";"18"
"735003";"735003";"87";"15";"3";"1971";"851";"13";"2";"836";"173";"52";"147";"7";"71";"98";"61";"8";"187";"32"
"735004";"735004";"87";"15";"3";"1503";"792";"15";"0";"777";"89";"45";"141";"2";"62";"113";"57";"15";"233";"20"
"737001";"737001";"89";"15";"3";"720";"468";"1";"0";"467";"41";"27";"64";"3";"53";"73";"60";"0";"128";"18"
"737002";"737002";"89";"15";"3";"3434";"2128";"26";"3";"2099";"286";"215";"379";"20";"250";"307";"205";"8";"383";"46"
"737003";"737003";"89";"15";"3";"737";"441";"8";"1";"432";"31";"27";"52";"1";"44";"88";"58";"2";"118";"11"
"737004";"737004";"89";"15";"3";"1036";"599";"8";"1";"590";"72";"42";"82";"6";"75";"115";"69";"1";"109";"19"
"737005";"737005";"89";"15";"3";"1468";"728";"15";"2";"711";"106";"79";"100";"6";"41";"98";"67";"3";"197";"14"
"739001";"739001";"86";"15";"3";"2085";"1175";"24";"4";"1147";"155";"82";"204";"7";"114";"164";"80";"22";"285";"34"
"739002";"739002";"86";"15";"3";"1331";"712";"9";"0";"703";"112";"49";"88";"8";"63";"121";"63";"7";"162";"30"
"739003";"739003";"86";"15";"3";"602";"350";"10";"0";"340";"54";"35";"52";"9";"36";"53";"26";"6";"56";"13"
"739004";"739004";"86";"15";"3";"636";"392";"8";"1";"383";"44";"46";"67";"4";"22";"46";"33";"5";"99";"17"
"741001";"741001";"88";"15";"3";"864";"436";"10";"3";"423";"60";"33";"102";"1";"28";"51";"54";"1";"85";"8"
"741002";"741002";"88";"15";"3";"653";"329";"6";"1";"322";"68";"25";"52";"0";"30";"44";"40";"0";"53";"10"
"741003";"741003";"88";"15";"3";"469";"239";"7";"0";"232";"17";"12";"41";"3";"14";"48";"26";"1";"62";"8"
"741004";"741004";"88";"15";"3";"470";"281";"2";"0";"279";"38";"22";"46";"1";"12";"52";"29";"2";"71";"6"
"741005";"741005";"88";"15";"3";"578";"317";"6";"0";"311";"56";"19";"56";"1";"16";"44";"42";"1";"71";"5"
"741006";"741006";"88";"15";"3";"421";"237";"2";"1";"234";"23";"28";"35";"3";"9";"35";"25";"0";"69";"7"
"743001";"743001";"89";"15";"3";"7143";"3699";"61";"11";"3627";"534";"288";"824";"31";"412";"535";"391";"44";"473";"95"
"743002";"743002";"89";"15";"3";"1726";"953";"13";"1";"939";"207";"77";"115";"9";"113";"174";"102";"8";"109";"25"
"743003";"743003";"89";"15";"3";"4799";"2521";"34";"13";"2474";"402";"176";"594";"20";"270";"350";"241";"27";"346";"48"
"743004";"743004";"89";"15";"3";"5162";"2391";"24";"5";"2362";"450";"166";"441";"19";"269";"355";"259";"32";"304";"67"
"743005";"743005";"89";"15";"3";"1734";"960";"20";"0";"940";"109";"67";"282";"4";"105";"110";"61";"3";"178";"21"
"743006";"743006";"89";"15";"3";"3075";"1639";"27";"2";"1610";"237";"139";"393";"10";"138";"200";"106";"13";"344";"30"
"743007";"743007";"89";"15";"3";"325";"177";"1";"1";"175";"15";"8";"26";"0";"17";"22";"17";"0";"61";"9"
"743008";"743008";"89";"15";"3";"1578";"817";"7";"1";"809";"108";"57";"157";"7";"70";"116";"99";"7";"162";"26"
"743009";"743009";"89";"15";"3";"3339";"1611";"18";"4";"1589";"231";"130";"324";"21";"167";"233";"142";"7";"278";"56"
"743010";"743010";"89";"15";"3";"626";"358";"3";"1";"354";"58";"21";"66";"0";"26";"51";"22";"1";"89";"20"
"743011";"743011";"89";"15";"3";"191";"107";"1";"0";"106";"13";"8";"11";"0";"7";"4";"3";"3";"53";"4"
"743012";"743012";"89";"15";"3";"477";"224";"2";"1";"221";"22";"25";"31";"0";"24";"20";"21";"1";"72";"5"
"743013";"743013";"89";"15";"3";"822";"411";"3";"2";"406";"56";"22";"67";"0";"32";"60";"35";"2";"119";"13"
"743014";"743014";"89";"15";"3";"337";"230";"3";"1";"226";"18";"24";"41";"2";"23";"31";"23";"4";"53";"7"
"743015";"743015";"89";"15";"3";"1272";"667";"8";"0";"659";"104";"57";"138";"8";"56";"86";"51";"12";"131";"16"
"743016";"743016";"89";"15";"3";"2504";"1476";"14";"4";"1458";"180";"131";"412";"16";"183";"155";"117";"10";"202";"52"
"743017";"743017";"89";"15";"3";"311";"184";"0";"0";"184";"15";"9";"35";"1";"18";"24";"8";"1";"70";"3"
"743018";"743018";"89";"15";"3";"295";"187";"1";"0";"186";"11";"10";"30";"0";"9";"22";"22";"1";"74";"7"
"743019";"743019";"89";"15";"3";"503";"253";"4";"0";"249";"17";"19";"63";"2";"12";"25";"15";"9";"79";"8"
"743020";"743020";"89";"15";"3";"2039";"1209";"14";"2";"1193";"138";"97";"327";"9";"84";"126";"97";"7";"273";"35"
"745001";"745001";"88";"15";"3";"5975";"2923";"41";"5";"2877";"414";"232";"437";"25";"252";"542";"304";"10";"592";"69"
"745002";"745002";"88";"15";"3";"2555";"1435";"15";"1";"1419";"200";"135";"253";"10";"152";"196";"108";"12";"319";"34"
"745003";"745003";"88";"15";"3";"1479";"874";"9";"0";"865";"92";"78";"103";"3";"81";"110";"79";"2";"293";"24"
"745004";"745004";"88";"15";"3";"570";"338";"1";"1";"336";"33";"25";"40";"1";"27";"44";"42";"0";"115";"9"
"745005";"745005";"88";"15";"3";"1011";"592";"4";"2";"586";"39";"37";"79";"3";"57";"99";"64";"1";"192";"15"
"745006";"745006";"88";"15";"3";"3311";"1782";"29";"5";"1748";"210";"157";"360";"19";"127";"246";"143";"9";"443";"34"
"747001";"747001";"84";"15";"3";"162";"97";"1";"0";"96";"14";"4";"8";"1";"4";"10";"13";"2";"34";"6"
"747002";"747002";"84";"15";"3";"395";"213";"0";"0";"213";"28";"12";"38";"0";"10";"24";"13";"1";"83";"4"
"747003";"747003";"84";"15";"3";"1948";"1122";"21";"5";"1096";"154";"102";"276";"8";"52";"79";"69";"6";"303";"47"
"747004";"747004";"84";"15";"3";"367";"167";"4";"0";"163";"29";"8";"20";"0";"10";"27";"12";"0";"51";"6"
"747005";"747005";"84";"15";"3";"2032";"996";"12";"3";"981";"217";"90";"173";"11";"42";"138";"63";"12";"202";"33"
"747006";"747006";"84";"15";"3";"512";"278";"1";"0";"277";"35";"12";"49";"3";"16";"24";"18";"4";"103";"13"
"747007";"747007";"84";"15";"3";"799";"352";"9";"2";"341";"74";"25";"54";"4";"31";"43";"22";"1";"76";"11"
"749001";"749001";"89";"15";"3";"2299";"1174";"16";"1";"1157";"162";"75";"225";"10";"89";"140";"95";"11";"311";"39"
"749002";"749002";"89";"15";"3";"635";"325";"3";"0";"322";"20";"26";"74";"1";"15";"24";"25";"2";"122";"13"
"749003";"749003";"89";"15";"3";"1449";"738";"10";"1";"727";"87";"51";"156";"7";"73";"82";"55";"6";"183";"27"
"749004";"749004";"89";"15";"3";"369";"201";"2";"0";"199";"23";"11";"28";"2";"16";"33";"24";"3";"50";"9"
"751001";"751001";"82";"15";"3";"10495";"6365";"77";"13";"6275";"637";"577";"1197";"62";"757";"1320";"705";"47";"862";"111"
"751002";"751002";"82";"15";"3";"8539";"4717";"45";"17";"4655";"758";"362";"788";"43";"521";"941";"509";"36";"560";"137"
"751003";"751003";"82";"15";"3";"6065";"3411";"28";"5";"3378";"520";"291";"589";"25";"366";"594";"437";"20";"442";"94"
"751004";"751004";"82";"15";"3";"4325";"2573";"23";"6";"2544";"340";"216";"518";"17";"271";"468";"290";"30";"339";"55"
"751006";"751006";"82";"15";"3";"5695";"3073";"38";"7";"3028";"594";"253";"455";"31";"333";"508";"283";"23";"454";"94"
"751007";"751007";"83";"15";"3";"5591";"3447";"24";"8";"3415";"462";"288";"683";"18";"382";"669";"367";"22";"442";"82"
"751009";"751009";"82";"15";"3";"3008";"1863";"19";"3";"1841";"212";"179";"325";"21";"247";"326";"167";"7";"330";"27"
"751011";"751011";"82";"15";"3";"2908";"1687";"18";"2";"1667";"247";"154";"235";"10";"191";"312";"163";"3";"317";"35"
"751012";"751012";"82";"15";"3";"2620";"1578";"13";"1";"1564";"199";"145";"227";"14";"210";"306";"171";"17";"236";"39"
"751013";"751013";"82";"15";"3";"3260";"1882";"27";"3";"1852";"261";"155";"308";"17";"164";"278";"180";"2";"437";"50"
"751016";"751016";"83";"15";"3";"384";"234";"3";"0";"231";"22";"17";"24";"2";"26";"50";"27";"2";"49";"12"
"751018";"751018";"83";"15";"3";"3743";"1953";"24";"2";"1927";"311";"149";"305";"10";"219";"391";"172";"6";"307";"57"
"751019";"751019";"83";"15";"3";"2451";"1509";"13";"0";"1496";"182";"128";"234";"10";"236";"302";"175";"9";"188";"32"
"751021";"751021";"80";"15";"3";"10381";"5740";"80";"16";"5644";"524";"552";"839";"35";"781";"1316";"776";"44";"679";"98"
"751022";"751022";"83";"15";"3";"3132";"1971";"19";"6";"1946";"240";"193";"306";"12";"239";"388";"230";"23";"258";"57"
"751023";"751023";"83";"15";"3";"4747";"2829";"30";"4";"2795";"416";"255";"445";"26";"328";"566";"282";"30";"382";"65"
"751025";"751025";"83";"15";"3";"4874";"2437";"31";"13";"2393";"386";"190";"297";"23";"283";"466";"374";"32";"268";"74"
"751026";"751026";"83";"15";"3";"5026";"2898";"41";"4";"2853";"348";"310";"467";"30";"343";"557";"283";"28";"430";"57"
"751030";"751030";"83";"15";"3";"2720";"1593";"22";"0";"1571";"247";"115";"278";"19";"132";"255";"141";"3";"349";"32"
"751031";"751031";"83";"15";"3";"494";"318";"8";"0";"310";"65";"17";"29";"0";"23";"53";"35";"7";"70";"11"
"751033";"751033";"83";"15";"3";"1341";"747";"10";"1";"736";"129";"65";"95";"9";"61";"132";"54";"2";"159";"30"
"751034";"751034";"83";"15";"3";"547";"313";"8";"1";"304";"45";"18";"38";"2";"37";"52";"25";"5";"70";"12"
"751041";"751041";"80";"15";"3";"11810";"7113";"97";"16";"7000";"570";"744";"891";"49";"1112";"1822";"1061";"45";"632";"74"
"751042";"751042";"81";"15";"3";"16440";"9370";"110";"16";"9244";"1288";"796";"1127";"70";"1275";"2198";"1247";"110";"956";"177"
"751043";"751043";"81";"15";"3";"8244";"4498";"44";"8";"4446";"692";"387";"662";"36";"515";"1011";"558";"40";"451";"94"
"751044";"751044";"81";"15";"3";"1080";"515";"5";"2";"508";"67";"35";"55";"5";"55";"95";"94";"3";"84";"15"
"751045";"751045";"80";"15";"3";"7564";"4948";"37";"12";"4899";"462";"487";"1206";"36";"593";"771";"363";"30";"858";"93"
"751047";"751047";"81";"15";"3";"6559";"3524";"39";"5";"3480";"499";"308";"599";"24";"360";"678";"287";"37";"607";"81"
"751048";"751048";"80";"15";"3";"1775";"1037";"18";"1";"1018";"152";"84";"95";"13";"180";"202";"95";"2";"163";"32"
"751049";"751049";"80";"15";"3";"3622";"2227";"25";"5";"2197";"223";"187";"530";"12";"247";"342";"162";"12";"409";"73"
"751050";"751050";"80";"15";"3";"3044";"1705";"14";"2";"1689";"147";"138";"414";"10";"175";"260";"125";"7";"343";"70"
"751051";"751051";"80";"15";"3";"4222";"2365";"23";"3";"2339";"318";"194";"467";"20";"228";"336";"191";"10";"512";"63"
"751053";"751053";"81";"15";"3";"1904";"1005";"10";"1";"994";"169";"58";"106";"5";"110";"207";"113";"7";"177";"42"
"751055";"751055";"81";"15";"3";"618";"345";"3";"0";"342";"47";"26";"54";"1";"27";"39";"45";"6";"90";"7"
"751056";"751056";"81";"15";"3";"1375";"828";"5";"2";"821";"108";"58";"87";"6";"61";"127";"67";"6";"266";"35"
"751061";"751061";"80";"15";"3";"6296";"3548";"29";"5";"3514";"425";"372";"526";"24";"471";"749";"407";"59";"427";"54"
"751062";"751062";"83";"15";"3";"2902";"1402";"8";"4";"1390";"324";"84";"183";"8";"114";"301";"191";"10";"152";"23"
"751063";"751063";"81";"15";"3";"8763";"4681";"36";"18";"4627";"851";"399";"589";"44";"591";"1029";"533";"30";"478";"83"
"751064";"751064";"83";"15";"3";"5113";"2992";"43";"6";"2943";"449";"221";"340";"19";"360";"758";"424";"26";"285";"61"
"751065";"751065";"80";"15";"3";"5215";"3276";"33";"5";"3238";"313";"346";"560";"27";"465";"687";"297";"32";"448";"63"
"751066";"751066";"82";"15";"3";"4219";"2648";"20";"4";"2624";"175";"247";"776";"19";"190";"315";"172";"10";"670";"50"
"751101";"751101";"83";"15";"3";"7860";"4098";"48";"10";"4040";"709";"322";"667";"38";"422";"754";"485";"37";"475";"131"
"751103";"751103";"83";"15";"3";"5142";"3154";"28";"2";"3124";"381";"286";"681";"37";"309";"498";"264";"29";"540";"99"
"751105";"751105";"83";"15";"3";"4164";"2132";"25";"9";"2098";"407";"180";"287";"20";"177";"371";"235";"22";"314";"85"
"761001";"761001";"94";"16";"3";"4055";"1992";"24";"5";"1963";"273";"180";"394";"13";"116";"179";"123";"43";"586";"56"
"761002";"761002";"94";"16";"3";"1509";"628";"8";"5";"615";"154";"58";"116";"5";"33";"69";"41";"10";"108";"21"
"761003";"761003";"94";"16";"3";"237";"115";"0";"0";"115";"14";"11";"15";"0";"4";"10";"10";"1";"42";"8"
"761004";"761004";"94";"16";"3";"255";"140";"1";"0";"139";"16";"19";"17";"1";"5";"7";"11";"3";"51";"9"
"761005";"761005";"94";"16";"3";"405";"232";"2";"0";"230";"19";"21";"30";"1";"15";"28";"10";"9";"90";"7"
"761006";"761006";"94";"16";"3";"737";"392";"4";"2";"386";"57";"28";"52";"0";"23";"34";"21";"17";"141";"13"
"761007";"761007";"94";"16";"3";"666";"289";"3";"0";"286";"30";"34";"42";"2";"8";"21";"19";"13";"101";"16"
"761008";"761008";"94";"16";"3";"396";"183";"2";"0";"181";"16";"15";"26";"0";"12";"24";"12";"1";"66";"9"
"761009";"761009";"94";"16";"3";"1452";"749";"16";"3";"730";"133";"62";"131";"11";"31";"60";"40";"18";"211";"33"
"761010";"761010";"94";"16";"3";"422";"240";"2";"0";"238";"21";"11";"31";"1";"13";"19";"22";"25";"82";"13"
"763001";"763001";"92";"16";"3";"2265";"1159";"23";"4";"1132";"188";"125";"191";"7";"59";"93";"86";"11";"315";"57"
"763002";"763002";"92";"16";"3";"1784";"921";"12";"3";"906";"136";"103";"116";"12";"31";"77";"58";"8";"305";"60"
"763003";"763003";"92";"16";"3";"1829";"866";"19";"2";"845";"133";"91";"119";"6";"37";"86";"73";"4";"260";"36"
"765001";"765001";"90";"16";"3";"1798";"600";"6";"1";"593";"103";"40";"123";"2";"30";"88";"40";"7";"127";"33"
"765002";"765002";"90";"16";"3";"725";"280";"3";"0";"277";"37";"15";"61";"2";"7";"57";"27";"1";"60";"10"
"765003";"765003";"90";"16";"3";"140";"73";"2";"0";"71";"6";"2";"9";"1";"0";"9";"12";"1";"27";"4"
"765004";"765004";"90";"16";"3";"577";"267";"1";"1";"265";"31";"28";"52";"4";"21";"54";"30";"2";"35";"8"
"765006";"765006";"90";"16";"3";"253";"135";"0";"0";"135";"12";"13";"27";"1";"10";"29";"9";"2";"28";"4"
"765105";"765105";"90";"16";"3";"849";"376";"7";"1";"368";"47";"41";"41";"2";"26";"60";"33";"16";"75";"27"
"767001";"767001";"94";"16";"3";"3008";"1300";"22";"3";"1275";"230";"97";"223";"11";"83";"135";"80";"14";"355";"47"
"767002";"767002";"94";"16";"3";"1955";"880";"12";"1";"867";"150";"63";"124";"10";"52";"97";"50";"17";"273";"31"
"769001";"769001";"94";"16";"3";"495";"274";"3";"0";"271";"41";"18";"39";"2";"21";"33";"24";"2";"79";"12"
"769002";"769002";"94";"16";"3";"1885";"927";"25";"3";"899";"142";"79";"135";"7";"38";"96";"66";"30";"241";"65"
"769003";"769003";"94";"16";"3";"1860";"973";"21";"1";"951";"154";"77";"204";"2";"47";"110";"76";"7";"225";"49"
"769004";"769004";"94";"16";"3";"769";"395";"8";"2";"385";"57";"17";"98";"7";"14";"44";"31";"11";"87";"19"
"771001";"771001";"94";"16";"3";"1805";"931";"10";"1";"920";"128";"63";"126";"3";"54";"93";"54";"48";"319";"32"
"771002";"771002";"94";"16";"3";"467";"284";"3";"0";"281";"38";"6";"26";"1";"16";"51";"21";"14";"87";"21"
"771003";"771003";"94";"16";"3";"3287";"1756";"38";"7";"1711";"236";"185";"324";"13";"80";"202";"111";"34";"461";"65"
"771004";"771004";"94";"16";"3";"456";"267";"5";"0";"262";"26";"15";"39";"1";"11";"24";"8";"8";"130";"0"
"771005";"771005";"94";"16";"3";"827";"417";"10";"1";"406";"57";"26";"45";"3";"17";"50";"18";"12";"149";"29"
"771006";"771006";"94";"16";"3";"1721";"924";"8";"0";"916";"95";"72";"132";"1";"39";"100";"52";"18";"365";"42"
"771007";"771007";"94";"16";"3";"1026";"555";"15";"0";"540";"50";"39";"71";"2";"13";"59";"33";"31";"215";"27"
"771008";"771008";"94";"16";"3";"542";"268";"3";"0";"265";"32";"16";"44";"4";"12";"25";"24";"11";"85";"12"
"773001";"773001";"91";"16";"3";"873";"423";"5";"0";"418";"95";"20";"36";"0";"18";"42";"38";"19";"110";"40"
"773002";"773002";"91";"16";"3";"683";"304";"2";"0";"302";"47";"20";"34";"2";"10";"43";"43";"2";"70";"31"
"773003";"773003";"91";"16";"3";"332";"189";"3";"1";"185";"19";"15";"11";"1";"13";"19";"21";"2";"60";"24"
"773004";"773004";"91";"16";"3";"494";"281";"8";"0";"273";"47";"18";"38";"2";"10";"37";"52";"4";"48";"17"
"773005";"773005";"91";"16";"3";"401";"185";"2";"0";"183";"33";"10";"16";"0";"8";"18";"19";"0";"71";"8"
"773006";"773006";"91";"16";"3";"386";"224";"2";"1";"221";"16";"20";"32";"2";"12";"22";"37";"0";"73";"7"
"773007";"773007";"91";"16";"3";"772";"370";"5";"0";"365";"50";"22";"42";"0";"14";"24";"29";"1";"155";"28"
"773008";"773008";"91";"16";"3";"600";"274";"5";"2";"267";"37";"8";"34";"6";"17";"33";"15";"2";"102";"13"
"773009";"773009";"91";"16";"3";"774";"429";"7";"0";"422";"63";"37";"63";"4";"20";"36";"27";"3";"135";"34"
"773010";"773010";"91";"16";"3";"590";"297";"0";"1";"296";"29";"9";"41";"2";"9";"22";"20";"11";"111";"42"
"773011";"773011";"91";"16";"3";"575";"290";"3";"0";"287";"44";"19";"33";"0";"8";"20";"21";"3";"110";"29"
"773012";"773012";"91";"16";"3";"718";"393";"7";"0";"386";"40";"25";"63";"2";"15";"44";"18";"14";"131";"34"
"773013";"773013";"91";"16";"3";"708";"332";"4";"1";"327";"38";"31";"36";"1";"18";"34";"21";"11";"108";"29"
"773014";"773014";"91";"16";"3";"821";"430";"5";"1";"424";"55";"32";"43";"5";"21";"46";"27";"4";"141";"50"
"773015";"773015";"91";"16";"3";"553";"290";"6";"0";"284";"39";"12";"33";"1";"6";"41";"29";"11";"78";"34"
"773016";"773016";"91";"16";"3";"584";"293";"1";"0";"292";"38";"17";"45";"1";"9";"38";"25";"13";"73";"33"
"773017";"773017";"91";"16";"3";"733";"354";"3";"2";"349";"49";"27";"65";"4";"10";"45";"20";"8";"88";"33"
"773018";"773018";"91";"16";"3";"7553";"3563";"47";"9";"3507";"763";"302";"673";"27";"249";"441";"275";"82";"545";"150"
"775001";"775001";"93";"16";"3";"611";"289";"6";"0";"283";"34";"16";"43";"4";"22";"18";"23";"1";"109";"13"
